username;tweet;value;remove_user
putrairsah;@detikcom Mudah2an setelahan ini sbahagian bukti bahwa Covid telah berlalu seiring sudah kita melihat keramaian mulai dari saat demo UU pilkada serentak dan kegiatan lain sbgaina 🙏🙏🙏;negatif; Mudah2an setelahan ini sbahagian bukti bahwa Covid telah berlalu, seiring sudah kita melihat keramaian mulai dari saat demo UU, pilkada serentak, dan kegiatan lain sbgaina 🙏🙏🙏
isnanzulfida;@TaxiSupir @msaid_didu stabil apaan barusan rakyat lagi yang disalahin karena covid melonjak... lupa ingatan seketika kalau barusan bikin acara pilkada;negatif; @msaid_didu stabil apaan, barusan rakyat lagi yang disalahin karena covid melonjak... lupa ingatan seketika kalau barusan bikin acara pilkada
ayampotongrizqi;@CondetDukedom @adefirman_syah Covid udh menggila om.. Sejak pilkada jumlahnya makin banyak yg kena.. Kk ane dan ipar kena covid;negatif; @adefirman_syah Covid udh menggila om.. Sejak pilkada jumlahnya makin banyak yg kena.. Kk ane dan ipar kena covid
om_zaan;@RAMujiyono Pilkada udah kelar covid digeber lagi;negatif; Pilkada udah kelar covid digeber lagi
anisahkfitri1;@ulirhmn @CNNIndonesia Iya lalai boleh pulang kampung tidak boleh mudik covid tidak tahan di udara tropis goyang ubur-ubur saja biar imun naik makan nasi kucing jadi tahan covid tetap menyelenggarakan pilkada memang masyarakat semua itu yg lalai. Contohla;negatif; @CNNIndonesia Iya lalai boleh pulang kampung tidak boleh mudik, covid tidak tahan di udara tropis, goyang ubur-ubur saja biar imun naik, makan nasi kucing jadi tahan covid, tetap menyelenggarakan pilkada, memang masyarakat semua itu yg lalai. Contohlah pemerintah pusat tak pernah lalai.
binsarritonga4;@ProfesorZubairi @DonAdam68 Bingung terus saja nebar teror kenapa PILKADA di lakukan jelas sudah dampak nya. MISTERI khan atau lelucon saja niat mau selesaikan covid ini Prof ?;negatif; @DonAdam68 Bingung terus saja nebar teror, kenapa PILKADA di lakukan, jelas sudah dampak nya. MISTERI khan, atau lelucon saja niat mau selesaikan covid ini Prof ?
besajasih;@sandiuno Salah satu faktor yg menyebabkan angka covid meroket bulan ini adalah libur panjang dan pilkada.. Mikirlah dikit nasib para nakes.. Masih punya hati kan pak?;negatif; Salah satu faktor yg menyebabkan angka covid meroket bulan ini adalah libur panjang dan pilkada.. Mikirlah dikit nasib para nakes.. Masih punya hati kan pak?
uni_melinda;@mediaindonesia Padahal rang orang bilang krn Pilkada mk covid nya naik tp disini ngga ada Pilakada loh..oh iya ktnya krn test nya banyak ya..test banyak ngga akan mengurangi angka penularan kecuali patuhi protokol kesehatan!!;positif; Padahal rang orang bilang krn Pilkada mk covid nya naik, tp disini ngga ada Pilakada loh..oh iya ktnya krn test nya banyak ya..test banyak ngga akan mengurangi angka penularan kecuali patuhi protokol kesehatan!!
kecenk_spike;Sudah dua pekan lebih  ugd di beberapa rumah sakit rujukan covid-19 sudah overload.  Adakah pernyataan resmi ini adalah cluster Pilkada yang di paksakan @mohmahfudmd  ?;negatif;Sudah dua pekan lebih , ugd di beberapa rumah sakit rujukan covid-19 sudah overload.  Adakah pernyataan resmi ini adalah cluster Pilkada yang di paksakan   ?
mahad3w4;@konceqbadasi Bgtulah kya ga ada empati sma rakyat. . Dn jg liat skrg rakyat lg susah krna covid malah maksa pilkada. Kan kacau;negatif; Bgtulah, kya ga ada empati sma rakyat. . Dn jg liat skrg, rakyat lg susah krna covid malah maksa pilkada. Kan kacau
radjate30378743;@PurboAsmoro15 @OposisiCerdas Sampeyan yang tolol anjing. Berapa banyak korban covid akibat pilkada serentak kenapa gak ditindak. Raimu asuuuu;negatif; @OposisiCerdas Sampeyan yang tolol anjing. Berapa banyak korban covid akibat pilkada serentak kenapa gak ditindak. Raimu asuuuu
mmusapao;@jokowi Tapi pilkada tidak beda dengan tahun2 kemarin ya pak. Di saat pilkada Covid-19 hilang di saat Natal pandemik bermunculan unik negri ini;negatif; Tapi pilkada tidak beda dengan tahun2 kemarin ya pak. Di saat pilkada Covid-19 hilang, di saat Natal pandemik bermunculan, unik negri ini
echymoo;@detikcom Padahal kerumunan pilkada bikin ratusan petugas kpps nya positif covid 19 kok gk ada tersangkanya ?🤔;negatif; Padahal kerumunan pilkada bikin ratusan petugas kpps nya positif covid 19, kok gk ada tersangkanya ?🤔
hasanudin_jeans;@marlina_idha Kangen pilkada lg Covid-19 bisa turun drastis dan bahkan hilang selama pilkada😂😂😷 #usuttuntaspenembakanLASKARFPI;negatif; Kangen pilkada lg Covid-19 bisa turun drastis dan bahkan hilang selama pilkada😂😂😷 #usuttuntaspenembakanLASKARFPI
zlfnra;@pangestu_resty @RomitsuT Lalu bagaimana dengan pilkada kerumunan sana sini sampai2 ribuan petugas TPS tertular covid lalu siapa yg akan di pidanakan padahal sudah berulangkali di peringatkan agar di tunda dulu.;negatif; @RomitsuT Lalu bagaimana dengan pilkada kerumunan sana sini, sampai2 ribuan petugas TPS tertular covid, lalu siapa yg akan di pidanakan, padahal sudah berulangkali di peringatkan agar di tunda dulu.
harianbatampos;Kasus Covid-19 Nihil di Pilkada Serentak di Kepri  https://t.co/Ts4kZgWjIQ via @harianbatampos   #covid19 #kepri #Pilkada2020;positif;Kasus Covid-19 Nihil di Pilkada Serentak di Kepri  https://t.co/Ts4kZgWjIQ via    #covid19 #kepri #Pilkada2020
syambari;@marlina_idha Kasian banget namanya rakyat terutama rakyat yg menderita krn terdampak covid-19 terlebih lagi mereka yg tdk kebagian bansos krn bansosnya dikorupsi eh selesai pilkada covid meningkat mrk yg disalahkan.  Terlalu.;negatif; Kasian banget namanya rakyat, terutama rakyat yg menderita krn terdampak covid-19, terlebih lagi mereka yg tdk kebagian bansos krn bansosnya dikorupsi, eh selesai pilkada covid meningkat, mrk yg disalahkan.  Terlalu.
amawwaz;@geloraco Nggak ada kabar kerumunan petamburan kenak covid yang banyak beredar di media yang abis pilkada yg terpapar secara logika waras yang tolol siapa..!!;negatif; Nggak ada kabar kerumunan petamburan kenak covid yang banyak beredar di media yang abis pilkada yg terpapar, secara logika waras yang tolol siapa..!!
nelsonsasauw1;@EnggalPMT @KPK_RI Apakah benar KPK memproses Berbagai penyimpangan Bansos dan bantuan UMKM?sepertinya sulit sebb terindikasi ada konspirasi byk pihak tdk menutup kemungkinan BPK.BPKP.Aparat pemegak huk.benang kusut.Covid 19 jadi peluang korupsi terbuka r;negatif; @KPK_RI Apakah benar KPK memproses Berbagai penyimpangan Bansos dan bantuan UMKM?sepertinya sulit sebb terindikasi ada konspirasi byk pihak tdk menutup kemungkinan BPK.BPKP.Aparat pemegak huk.benang kusut.Covid 19 jadi peluang korupsi terbuka rakyat jadi penonton.pilkada sj ladang korups
muhadklyacho;@misasanthrope Bukan poin awal gue bukan lockdown tapi statement pemerintah yang menyalahkan sepenuhnya ke masyarakat atas naiknya angka covid itu yg ga fair. No empathy. Buang badan.  Pilkada signifikan.  https://t.co/cWbUbwMVme  Biar tkg perahu ga ngemi;negatif; Bukan, poin awal gue bukan lockdown, tapi statement pemerintah yang menyalahkan sepenuhnya ke masyarakat atas naiknya angka covid itu yg ga fair. No empathy. Buang badan.  Pilkada signifikan.  https://t.co/cWbUbwMVme  Biar tkg perahu ga ngemis ya pakai bansos, jgn dikorup.
j4ck5p4row;@KompasTV @msaid_didu Mewaspadai Ledakan kasus covid 19 di 2021 disebabkan oleh adanya PILKADA yg banyak melangggar protokol kesehatan...;negatif; @msaid_didu Mewaspadai Ledakan kasus covid 19 di 2021 disebabkan oleh adanya PILKADA yg banyak melangggar protokol kesehatan...
haikal_haasan;RT @geloraco: Tren Covid Naik Wiku Salahkan Rakyat Netizen: Siapa Kemarin yang Ngotot Pilkada?  https://t.co/bvREChOnOn;negatif;RT : Tren Covid Naik, Wiku Salahkan Rakyat, Netizen: Siapa Kemarin yang Ngotot Pilkada?  https://t.co/bvREChOnOn
fiantco;@geloraco Perlu ganti kacamata Lu Wiku..! Juga perlu vitamin otak..! Yang maksain pilkada siapa??!! Dan maksain nurunin jumlah penderita covid siapa??!;negatif; Perlu ganti kacamata Lu Wiku..! Juga perlu vitamin otak..! Yang maksain pilkada siapa??!! Dan maksain nurunin jumlah penderita covid siapa??!
mariemfm;@CNNIndonesia Yahh apa yang diharapkan dari kasus covid setelah pilkada sih? Kasus menurun karena telah menjalankan amanat undang-undang? Hukum aksi-reaksi;negatif; Yahh apa yang diharapkan dari kasus covid setelah pilkada sih? Kasus menurun karena telah menjalankan amanat undang-undang? Hukum aksi-reaksi
samsudin_mm;@geloraco Ooo kalau untuk pilkada gak menyebabkan peningkatan covid  percayalah..;positif; Ooo kalau untuk pilkada gak menyebabkan peningkatan covid,  percayalah..
poni_rah;@marlina_idha @Satugunung Woy.....jinjingan rezim  yg terima gaji dari rakyat ! Salahin terawan  katanya si Covid bisa sembuh sendiri . ono yg pesta pilkada  rakyat di salahin .;negatif; @Satugunung Woy.....jinjingan rezim , yg terima gaji dari rakyat ! Salahin terawan , katanya si Covid bisa sembuh sendiri . ono yg pesta pilkada , rakyat di salahin .
media_maju;@arifsyah Demokrasi berjalan dengan baik itu terbukti berjalanya hukum dan pilkada yang berjalan dengan baik penanganan pasien covid-19 sangat baik korupsi berhasil dideteksi HAM berjalan dengan baik UU cipta kerja mulai mendatangkan investasi.  https://t;positif; Demokrasi berjalan dengan baik itu terbukti berjalanya hukum dan pilkada yang berjalan dengan baik, penanganan pasien covid-19 sangat baik, korupsi berhasil dideteksi, HAM berjalan dengan baik UU cipta kerja mulai mendatangkan investasi.  https://t.co/r82aWN0aj2
siregar_bgt;@jansen_jsp gimana ga mau banyak yg kena pilkada jalan trus...panitia pilkada yg jls2 terinfeksi covid di biarkan 😂😂😂;negatif; gimana ga mau banyak yg kena, pilkada jalan trus...panitia pilkada yg jls2 terinfeksi covid di biarkan 😂😂😂
mauliana0898;@geloraco Rakyat lagi yg disalahin... Padahal sejak awal siapa yg menyepelekan covid?? Lalu Kerumunan pilkada yg dilindungi Undang undang????;negatif; Rakyat lagi yg disalahin... Padahal sejak awal siapa yg menyepelekan covid?? Lalu Kerumunan pilkada yg dilindungi Undang undang????
imranmahmuda;@CNNIndonesia Mahfud MD: Tidak ada korelasi kenaikan covid dengan pilkada;positif; Mahfud MD: Tidak ada korelasi kenaikan covid dengan pilkada
pith3canthropus;@KompasTV @wikuadisasmito  Terbalik bang jago Kalianlah yang gali kubur untuk rakyat bukan rakyat gali kuburnya sendiri kebijakan kalian selain ngumumin data covid apa korupsi dana bansos? Adakan pilkada serentak? Kriminalisasi kerumunan bukan keturunan? ;negatif; @wikuadisasmito  Terbalik bang jago Kalianlah yang gali kubur untuk rakyat, bukan rakyat gali kuburnya sendiri, kebijakan kalian selain ngumumin data covid apa, korupsi dana bansos? Adakan pilkada serentak? Kriminalisasi kerumunan bukan keturunan? #UsutPredatorKM50
purnomo_sh;@kompascom Pak @jokowi coba dirembuk  Yg ngadakan pilkada :?  Yg buka pariwisata :?  Yg bikin libur panjang :?  Yg lambat test covid :?  Kok yg disalahkan Rakyat;negatif; Pak @jokowi coba dirembuk,  Yg ngadakan pilkada :?  Yg buka pariwisata :?  Yg bikin libur panjang :?  Yg lambat test covid :?  Kok yg disalahkan Rakyat
kodok_pacman;@republikaonline Indonesia mah pake jurus pilkada dan wisata untuk kendalikan covid;negatif; Indonesia mah pake jurus pilkada dan wisata untuk kendalikan covid
bukaneekbiasa;@raasa_cokelat @dewirahmat_ Soalnya covid nya lagi cuti bersama pas ada pilkada;negatif; @dewirahmat_ Soalnya covid nya lagi cuti bersama pas ada pilkada
followajaskuy;@nksthi Cuma sehari covid hilang pas pilkada;negatif; Cuma sehari covid hilang pas pilkada
cumi_pete;@CNNIndonesia Pilkada.... Pejabat daerah terkena covid.... Ngerepotin nakes daerah klo pejabat kena covid... Minta pelayanan ekstra2 dengan ekspektasi HARUS SEMBUH. Lah wis dikandani penyakit iki durung onok tombo e...;negatif; Pilkada.... Pejabat daerah terkena covid.... Ngerepotin nakes daerah klo pejabat kena covid... Minta pelayanan ekstra2 dengan ekspektasi HARUS SEMBUH. Lah wis dikandani penyakit iki durung onok tombo e...
bad_master12;@txtdrpemerintah Udah tau covid kenapa maksain buat Pilkada Bambang?????;negatif; Udah tau covid kenapa maksain buat Pilkada Bambang?????
raasa_cokelat;@dewirahmat_ Abis pilkada covid marak lagi aneh bgttt;negatif; Abis pilkada covid marak lagi, aneh bgttt
grandovincent;@KompasTV - Corona gk mematikan sprt yg diberitakangk akan msk ke Indonesia  - nakes berjatuhan pasien meningkat  - Pilkada gk ada kaitannya dgn klaster baru covid _mpud MD   Penularan makin meningkat  Masyarakat gali kuburan sendiri _satgas  _ panwaslu d;negatif; - Corona gk mematikan sprt yg diberitakan,gk akan msk ke Indonesia  - nakes berjatuhan, pasien meningkat  - Pilkada gk ada kaitannya dgn klaster baru covid _mpud MD   Penularan makin meningkat  Masyarakat gali kuburan sendiri _satgas  _ panwaslu dpt penghargaan 🐕
rezapahleviaja;@4AdibaA Angka covid-19 meningkat mungkin gara-gara pilkada salah satu penyebabnya;negatif; Angka covid-19 meningkat mungkin gara-gara pilkada salah satu penyebabnya
andromeda_davi;@geloraco Ada gak sih yg berani jubir covid bahas pilkada yg pda ngebet pngn bgt dpet jabatan skrg lagi salahin rakyat dtunggu yg berani;negatif; Ada gak sih yg berani jubir covid bahas pilkada,, yg pda ngebet pngn bgt dpet jabatan,, skrg lagi salahin rakyat, dtunggu yg berani
kandargalang;Kalo gak salah beberapa bulan sebelum PILKADA Pak TIto @kemendagri mengatakan... PILKADA bisa mengurangi penularan Covid-19.;positif;Kalo gak salah beberapa bulan sebelum PILKADA, Pak TIto  mengatakan... PILKADA bisa mengurangi penularan Covid-19.
itsme_rbh;@alvinlie21 Pertanyaan lainnya Pak..   - masih ngotot mau sekolah tatap muka?  - masih bangga dengan dilaksanakannya pilkada?  - masih mau becanda soal covid seperti dulu?;negatif; Pertanyaan lainnya Pak..   - masih ngotot mau sekolah tatap muka?  - masih bangga dengan dilaksanakannya pilkada?  - masih mau becanda soal covid seperti dulu?
kelvinmerch;@_shsya @MuhadklyAcho Poinnya acho kenapa kok pemerintah nyalahin masyarakat padahal yang bikin covid tinggi itu ya pemerintah sendiri karena dari awal meremehkan kebijakan lockdown yang terlambat ngadain pilkada. Kalau orang yang kaya mah enak dirumah ya;negatif; @MuhadklyAcho Poinnya acho, kenapa kok pemerintah nyalahin masyarakat padahal yang bikin covid tinggi itu ya pemerintah sendiri karena dari awal meremehkan, kebijakan lockdown yang terlambat, ngadain pilkada. Kalau orang yang kaya mah enak dirumah, yang miskin mau gamau harus keluar cari uang
ridpratama;@CNNIndonesia @ismailfahmi Ini Judul Beritanya Salah Kayaknya.  Udah Jelas Kata Pak Maput @mohmahfudmd Tidak Ada Kasus Covid Pada Perhelatan Akbar Pilkada 😂;positif; @ismailfahmi Ini Judul Beritanya Salah Kayaknya.  Udah Jelas Kata Pak Maput @mohmahfudmd, Tidak Ada Kasus Covid Pada Perhelatan Akbar Pilkada 😂
suroso_andri;@CantShoe @MJtuhMasJoko covid kalahnya cm sm pilkada;negatif; @MJtuhMasJoko covid kalahnya cm sm pilkada,
kurniasyamsu;@republikaonline Pilkada dan yg menyertai nya juga menyumbang bertambah nya kasus positif covid-19 ? Karena banyak kerumunan dan tidak patuhi protokol covid-19 ?;negatif; Pilkada dan yg menyertai nya juga menyumbang bertambah nya kasus positif covid-19 ? Karena banyak kerumunan dan tidak patuhi protokol covid-19 ?
syawal_ll;@kompascom Melonjaknya positif covid 19  karena kebijakan pemerintah yaitu PILKADA DAN LIBUR  bukan karena HRS;negatif; Melonjaknya positif covid 19  karena kebijakan pemerintah yaitu PILKADA DAN LIBUR  bukan karena HRS
tanti_patriana;@KompasTV Masy sdh jenuh prof 8 bln disuruh disiplin 3 M. Ditambah komen2 pihak gak berkompeten pilkada jalan terus dibilang ICU RS penuh langsung dibantah yaa wajar aja masy jd gak percaya covid beneran ada;negatif; Masy sdh jenuh prof, 8 bln disuruh disiplin 3 M. Ditambah komen2 pihak gak berkompeten, pilkada jalan terus, dibilang ICU RS penuh langsung dibantah yaa wajar aja masy jd gak percaya covid beneran ada
daveastrawinata;@lowpressurize @FaisalBasri Emang pejabatnya salah gimana dong? Penanganan covid carut marut mengadakan Pilkada disaat kasus covid tinggi Bansos buat masyarakat dikorupsi melakukan promosi wisata tapi disaat kunjungan ramai malah memperketat apa lg yang l;negatif; @FaisalBasri Emang pejabatnya salah gimana dong? Penanganan covid carut marut, mengadakan Pilkada disaat kasus covid tinggi, Bansos buat masyarakat dikorupsi, melakukan promosi wisata tapi disaat kunjungan ramai malah memperketat, apa lg yang lu harapkan dari modelan pemerintah begini?
andre_andhikas;@KompasTV Salahkan pak lurah yg maksa pilkada tetap jalan.. covid naik krn kluster pilkada..;negatif; Salahkan pak lurah yg maksa pilkada tetap jalan.. covid naik krn kluster pilkada..
ndra23th;@Michirva Bs ga sih di gugat gt pemerintah gr2 pilkada kasus covid ada klaster stlh pilkada? Dan untungnya kmrn ga coblos;negatif; Bs ga sih di gugat gt pemerintah gr2 pilkada kasus covid ada klaster stlh pilkada? Dan untungnya kmrn ga coblos
andre_andhikas;@berlian_idris Kluster pilkada itu yg bikin tren covid memburuk..koq yg disalahin masyarakat . Salahkan pak lurah !!;negatif; Kluster pilkada itu yg bikin tren covid memburuk..koq yg disalahin masyarakat . Salahkan pak lurah !!
rendrawibowo9;@msaid_didu Pemerintah harus bertanggung jawab seperti Presiden dan DPR pembiaran terjadinya penularan dan klaster baru covid 19 karena pilkada serentak.... Jagan hanya HRS yang dipersalahkan sampai pesantren di mega mendung di suruh di bubarkan segala...;negatif; Pemerintah harus bertanggung jawab seperti Presiden dan DPR pembiaran terjadinya penularan dan klaster baru covid 19 karena pilkada serentak.... Jagan hanya HRS yang dipersalahkan sampai pesantren di mega mendung di suruh di bubarkan segala....
dimitriyusuf;@KompasTV Sejak dari awal pemerintah meremehkan covid-19. Menolak Lockdown. Mudik diperbolehkan. Rasio testing dan tracing sangat buruk di bawah standar WHO. Pilkada jalan terus. Bansosnya dikorupsi. Vaksinnya dibisniskan.  Iyee rakyat yang salah ya pak? ;negatif; Sejak dari awal pemerintah meremehkan covid-19. Menolak Lockdown. Mudik diperbolehkan. Rasio testing dan tracing sangat buruk di bawah standar WHO. Pilkada jalan terus. Bansosnya dikorupsi. Vaksinnya dibisniskan.  Iyee rakyat yang salah ya pak? Pemerintah ga pernah salah yekan?
g336387;@syaranza_ @KompasTV Pilkada penting lah untuk kelangsungan dinasty kepempimpinnan nasional yg konon katanya sebentar lagi bangkitttttt soal covid cukup pinggir pinggir  oposisi yg dijadiin kambing hitam dan kambing congek😭😭😭😭;negatif; @KompasTV Pilkada penting lah untuk kelangsungan dinasty kepempimpinnan nasional yg konon katanya sebentar lagi bangkitttttt,, soal covid cukup pinggir pinggir  oposisi yg dijadiin kambing hitam dan kambing congek,,,😭😭😭😭
qq__cat;@CNNIndonesia berita setelah pilkada usai si covid tambah di curigai giliran pilkada si covid ngumpet dimana?;negatif; berita setelah pilkada usai, si covid tambah di curigai giliran pilkada si covid ngumpet dimana?
d2balitour;@drpriono1 Sebelum pilkada kurva covid menurunsetelah covid naik lagi 😂   https://t.co/2nT3HhIOvT;negatif; Sebelum pilkada kurva covid menurun,setelah covid naik lagi 😂   https://t.co/2nT3HhIOvT
jatralagi;@MahaD3w4 @fajarandriyanto @KompasTV Intinya klo bukan pro pemerintah kasih saran terbaikpun dianggap salah.contoh simpel yg di fitnahkan ke HRS kerumunan HRS cluster baru covid tapi Allah melindunginya satupun ga ada yg kena covid19sekarang betebaran pil;negatif; @fajarandriyanto @KompasTV Intinya klo bukan pro pemerintah kasih saran terbaikpun dianggap salah.,,contoh simpel yg di fitnahkan ke HRS kerumunan HRS cluster baru covid tapi Allah melindunginya satupun ga ada yg kena covid19,,sekarang betebaran pilkada banyak yg terpapar covid19,,
winprakarsa;@aik_arif @berlian_idris Cobak diingetin lagi. Brapa korban kandidat kepala daerah yg meninggal akibat covid? Yg ngotot gelar pilkada maren siapa? Masyarakat?;negatif; @berlian_idris Cobak diingetin lagi. Brapa korban kandidat kepala daerah yg meninggal akibat covid? Yg ngotot gelar pilkada maren siapa? Masyarakat?
auriga28th;@Umar_Hasibuan75 Iki gubernur tambeng wis dikandani gak ada hubungannya kenaikan covid dengan pilkada oleh pemerintah malah ngeyel yg nyoblos pilkada itu dilindungi UU UU lebih kuat dari vaksin jadi corona gak akan menjangkiti.....klir😱;negatif; Iki gubernur tambeng, wis dikandani gak ada hubungannya kenaikan covid dengan pilkada oleh pemerintah, malah ngeyel, yg nyoblos pilkada itu dilindungi UU, UU lebih kuat dari vaksin, jadi corona gak akan menjangkiti.....klir😱
roseindah14;@CNNIndonesia Nyalahin warga mulu..satgas ga mau nyalahin yg bilang corona ia wife Corona sembuh sendiri Corona ga ada di Indonesia Corona ..dan pilkada ga ada klaster covid;negatif; Nyalahin warga mulu..satgas ga mau nyalahin yg bilang corona ia wife, Corona sembuh sendiri, Corona ga ada di Indonesia, Corona ..dan pilkada ga ada klaster covid
auriga28th;@Hespribook @CNNIndonesia Memang pilkada gak ikut cuma memang masive tracingnya dan memang psbb udah longgar banget kalo pilkada itu yg nyebapin didaerah mulai meledak contoh kemaren disulsel 2 orang cakada kena covid 1 meninggal belum yg lain kalo didki ;negatif; @CNNIndonesia Memang pilkada gak ikut, cuma memang masive tracingnya, dan memang psbb udah longgar banget, kalo pilkada itu yg nyebapin didaerah mulai meledak, contoh kemaren disulsel, 2 orang cakada kena covid, 1 meninggal, belum yg lain, kalo didki fasilitas bagus, daerah susah..
ujanghadha;@CNNIndonesia @imbangimedia Sejak Pilkada serentak kasus covid 19 semakin meningkat;negatif; @imbangimedia Sejak Pilkada serentak, kasus covid 19 semakin meningkat
variztelrooy;@EnggalPMT Mulai ributin covid setelah pilkada selesai Biar orang nggak panik ke TPS pas pilkadabiar keluarga mereka menang Baru ganti menkes juga selepas pilkada Artinyabegitu pilkada baru diseriusin Pilkada adalah prioritas;negatif; Mulai ributin covid setelah pilkada selesai Biar orang nggak panik ke TPS pas pilkada,biar keluarga mereka menang Baru ganti menkes juga selepas pilkada Artinya,begitu pilkada baru diseriusin Pilkada adalah prioritas
yusranishak30;@EnggalPMT Covid melonjak pasca pilkada serentak..apakah rakyat yg mau disalahkan.??;negatif; Covid melonjak pasca pilkada serentak..apakah rakyat yg mau disalahkan.??
zidan05371884;@CNNIndonesia Gembargembor pilkada tdk akan menyebabkan covid meningkat sekarang siapa yg bs bantah dan yg bertanggung jawab ?;negatif; Gembargembor pilkada tdk akan menyebabkan covid meningkat sekarang siapa yg bs bantah dan yg bertanggung jawab ?
panca_hutama;@Umar_Hasibuan75 Kata pak menkopolhukam tdk ada kitannya antara pilkada dan covid 19;positif; Kata pak menkopolhukam tdk ada kitannya antara pilkada dan covid 19
budicha06405298;@CNNIndonesia Mau nutupin kl situasi politik sbg dampak dr ini semua keramean UU Cipta KerjaHRSPilkadapejabat pilkada yg meninggal krn covidslh rakyat?Bawa keluarga anda tinggal di wilayah padatjualan susahkerjaan tdk ada bekali diri 600rb/blnrasakan bgmn;negatif; Mau nutupin kl situasi politik sbg dampak dr ini semua, keramean UU Cipta Kerja,HRS,Pilkada,pejabat pilkada yg meninggal krn covid,slh rakyat?Bawa keluarga anda tinggal di wilayah padat,jualan susah,kerjaan tdk ada bekali diri 600rb/bln,rasakan bgmn hidupin anak istri, br BACOT..
totosalehl;@Umar_Hasibuan75 Nah Lo siapa yg ngotot pilkada... Covid 19 naik lagi Peduli amat yg penting anak dan menantuku jadi walau kalah sama golput;negatif; Nah Lo siapa yg ngotot pilkada... Covid 19 naik lagi Peduli amat yg penting anak dan menantuku jadi walau kalah sama golput
radifandsh;@CNNIndonesia Walikota manado yg baru juga positif covid setelah pilkada;negatif; Walikota manado yg baru juga positif covid setelah pilkada
ibnupurna;Gubernur ⁦⁦@Sulselprov⁩ Akui Corona Naik Terkait Pesta Demokrasi✅ Padahal sebelumnya Menko ⁦@PolhukamRI⁩ ⁦@mohmahfudmd menyatakan tak ada kaitan kenaikan kasus Covid-19 dengan Pilkada➡️➡️⁩  https://t.co/7pa36sF1JG  https://t.co/GuFRmkKSO7;negatif;Gubernur ⁦⁦⁩ Akui Corona Naik Terkait Pesta Demokrasi✅ Padahal sebelumnya Menko ⁦@PolhukamRI⁩ ⁦@mohmahfudmd menyatakan tak ada kaitan kenaikan kasus Covid-19 dengan Pilkada➡️➡️⁩  https://t.co/7pa36sF1JG  https://t.co/GuFRmkKSO7
msyariflubis;@CNNIndonesia Yang pasti yang meninggal gara-gara cluster Pilkada sudah banyak masalahnya ada yg ngedata gak dari pihak Tim tanggap Covid Pemerintah ???;negatif; Yang pasti, yang meninggal gara-gara cluster Pilkada sudah banyak, masalahnya ada yg ngedata gak dari pihak Tim tanggap Covid Pemerintah ???
rudyfox99;Cc @mohmahfudmd yg bilang gak ada hubungan Covid dan Pilkada. Gak tau jg pake analisa ilmu apa dia. @kafiradikalis @effendi____ @KetumProDEM;negatif;Cc  yg bilang gak ada hubungan Covid dan Pilkada. Gak tau jg pake analisa ilmu apa dia. @kafiradikalis @effendi____ @KetumProDEM
wibermelayu6;@CNNIndonesia Kabarnya dikampung halaman saya juga banyak yang positif Covid-19 setelah Pilkada.;negatif; Kabarnya dikampung halaman saya juga banyak yang positif Covid-19 setelah Pilkada.
ilhamcorleone31;@thepappito @KPU_ID @Kemendagri_RI @PolhukamRI @mohmahfudmd Kenapa berbelit-belit ketikan ku 🙂 siap pak tapi nda bisa memang dipungkiri kalau di beberapa lokasi sudah terbentuk  klaster baru Covid entah itu karena pilkada atau mungkin karena aktivitas ;negatif; @KPU_ID @Kemendagri_RI @PolhukamRI @mohmahfudmd Kenapa berbelit-belit ketikan ku 🙂, siap pak tapi nda bisa memang dipungkiri kalau di beberapa lokasi sudah terbentuk  klaster baru Covid entah itu karena pilkada atau mungkin karena aktivitas lain🙏
z_yeki;@VIVAcoid Kemaren pilkada gmn boz kok bisa kan lagi sedang covid ..acara bpk nya udah selesai org lain di larang jangan egois lah..boz..ingat umur;negatif; Kemaren pilkada gmn boz kok bisa kan lagi sedang covid ..acara bpk nya udah selesai org lain di larang, jangan egois lah..boz..ingat umur
jokolipservice;@AlbanteniEgy @fahiraidris @MardaniAliSera @fadlizon Covid itu cuman utk rakyat grass root dan oposisi aja. Kalau buat gerombolan raja sama klrga nya ngga berlaku covad Covid. Buktinya kerumunan di Pilkada yg tanpa 3 M.;negatif; @fahiraidris @MardaniAliSera @fadlizon Covid itu cuman utk rakyat grass root dan oposisi aja. Kalau buat gerombolan raja sama klrga nya ngga berlaku covad Covid. Buktinya kerumunan di Pilkada yg tanpa 3 M.
medcom_id;Satgas Covid-19 Sentil Kepala Daerah Uji Spesimen Menurun saat Pilkada  https://t.co/cisMDOX5k9 via @medcom_id;positif;Satgas Covid-19 Sentil Kepala Daerah Uji Spesimen Menurun saat Pilkada  https://t.co/cisMDOX5k9 via 
mangunsong63;@hnurwahid Siapapun Menkes nya tidak akan berhasil menuntaskan Covid-19 bila masyarakatnya masih bandel dan kerap mengadakan keramaian dgn mengalaskan agama seperti yg baru baru ini terjadi yg malah didukung parpol tertentu demi suara pemilu dan Pilkada b;negatif; Siapapun Menkes nya tidak akan berhasil menuntaskan Covid-19 bila masyarakatnya masih bandel dan kerap mengadakan keramaian dgn mengalaskan agama seperti yg baru baru ini terjadi yg malah didukung parpol tertentu demi suara pemilu dan Pilkada, bahkan ada yg katanya IB jd TSK.
